player,height,improvement,points
DAN WATT ,188,0,0.230445093
DANA TYRELL ,179,0.236610266,1.550214993
DANE BYERS ,191,-0.0560846,0.808143244
DANE MUENCH ,169,0,0.515804468
DANIEL ASHAM ,188,0,0.349717768
DANIEL BARTEK ,190,0.138671222,0.784908682
DANIEL BOHAC ,184,0.240959809,1.25840772
DANIEL DALE ,185,-0.125061776,0.119984539
DANIEL GAYLE ,183,0.072713391,0.699988578
DANIEL HILL ,188,0,0
DANIEL RÁKOS ,188,-0.199468424,0.844503763
DANIEL VOLRÁB ,185,-0.313413177,0.808379945
DANIEL WASCHUK ,191,-0.035303824,0.742148964
DANIEL WRAY ,187,0,0.078053983
DANIS ZARIPOV ,184,0,1.209836738
DARCY DEROOSE ,191,0,0.290534761
DARCY HORDICHUK ,185,0.169514933,0.213150354
DARCY ZAHARICHUK ,183,-0.195138529,0.367752557
DARIAN DZIURZYNSKI ,185,0.097775718,0.797282841
DARIAN SKEOCH ,193,0,0.201076318
DARIO MEYER ,185,0,0.786864979
DARIO WINKLER ,179,0,0.344702259
DARRELL MAY ,180,0.065526233,0.75542571
DARREN HELM ,182,0.323818141,1.39114637
DARREN KRAMER ,185,0.406332711,0.552092907
DARREN LEFEBVRE ,180,0,0
DARREN LYNCH ,183,0.174174623,1.057072611
DARREN MCLACHLAN ,188,0.242708806,0.9329233
DARREN REID ,188,0.340372976,1.058132897
DARREN SINCLAIR ,183,0.323448158,1.088662337
DARREN VAN OENE ,193,0.051976569,1.298882689
DARRYL LAPLANTE ,183,-0.006687051,1.684050171
DARRYL MOSCALUK ,183,-0.053513682,0.315040398
DARYL STOCKHAM ,188,-0.223550209,0.594385774
DAULTON SIWAK ,185,0.084324519,0.651010192
DAVE LYLYK ,188,0,0.423342692
DAVE SCATCHARD ,191,0.019137755,1.097027809
DAVID BARARUK ,182,0.544337373,1.09149065
DAVID BRUMM ,188,0.115590318,0.224669192
DAVID CAMERON ,185,-0.059733299,1.265766392
DAVID CONRAD ,185,0.158332059,0.387124472
DAVID DARGUZAS ,188,-0.18120795,1.098684055
DAVID HRUSKA ,181,0,1.694786108
DAVID JACOBSEN ,185,-0.179165244,0.327181876
DAVID KACZOWKA ,188,0.005575922,0.191946319
DAVID LINSLEY ,191,-0.021381583,0.268838501
DAVID MARUCA ,183,0.008790042,0.638796315
DAVID MCDONALD ,188,0.087378261,0.769258507
DAVID MORISSET ,186,0.407826595,1.038927346
DAVID MURRAY ,185,0,0.287793867
DAVID RICHARD ,178,0.187281074,0.710434711
DAVID RUTHERFORD ,176,0.292442941,0.846159841
DAVID SOLTES ,180,0.288170964,0.709014185
DAVID STEPHENS ,178,0,0.241967348
DAVID STIELER ,180,0.014208729,0.842562306
DAVID SVAGROVSKY ,193,-0.940439516,1.024284447
DAVID TAYLOR ,183,0.079236744,0.744719316
DAVID TOEWS ,178,0,0.965747238
DAVID ULLMANN ,188,-0.652595446,0.820108636
DAVID VRBATA ,181,0,0.784758965
DAVIN HEINTZ ,193,0.108392841,0.719174208
DAWSON LEEDAHL ,188,0.054712293,0.874314527
DAYMOND LANGKOW ,180,-0.285377647,3.155773995
DEAN BEUKER ,183,-0.14837167,1.105095466
DEAN KLETZEL ,185,-0.007279067,0.521212991
DEL COWAN ,185,0.038258077,0.476445001
DENIS BOSC ,178,-0.039980962,0.063446535
DENIS KOZYREV ,188,0,1.361993673
DENIS SERGEYEV ,187,0.239460374,0.252654588
DENIS TOLPEKO ,182,0.239503875,0.871282439
DENNY JOHNSTON ,183,-0.275309471,0.997142396
DEREK ARBEZ ,185,0.146571829,0.559433552
DEREK BJORNSON ,180,0.063481605,0.331210219
DEREK BOOGAARD ,200,0.0403704,0.158885423
DEREK BRANDON ,183,0.081106637,0.33170414
DEREK COUTURE ,185,-0.050403598,0.633517964
DEREK DORSETT ,183,0.323701182,1.120649488
DEREK ENDICOTT ,185,0.102392376,0.282054009
DEREK HALLDORSON ,183,0.0928492,0.71803351
DEREK HULAK ,184,-0.066906841,1.412097113
DEREK KRESTANOVIC ,185,-0.006571375,0.914726295
DEREK LEBLANC ,188,0.12235146,0.596958245
DEREK MACLEAN ,180,-0.04465434,0.482149488
DEREK PAGET ,184,-0.027693321,1.300954101
DEREK PARKER ,188,-0.176316776,0.153293456
DEREK RUCK ,191,-0.034320143,0.758685756
DEREK RUPPRECHT ,178,-0.488536275,0.616525595
DEREK RYAN ,180,-0.234570343,1.367357104
DEREK SCHUTZ ,188,-0.009341444,1.141962465
DEREK WERENKA ,181,0.093946291,0.593013827
DEREK WOOD ,178,0.312076722,0.66800768
DERRICK ATKINSON ,193,0.110030382,0.41133574
DEVEN SIDEROFF ,183,-0.079862144,1.640665429
DEVIN BALNESS ,178,0,0.460890186
DEVIN FRANCO ,191,0.010741229,0.300657161
DEVIN SETOGUCHI ,183,-0.025033518,1.908451541
DEVON KALINSKI ,180,-0.333880595,0.576423502
DEVON LEBLANC ,188,0.067019315,0.510153375
DEVON MCANDREWS ,193,0.021492137,0.271482393
DEVON SKOLESKI ,180,0,0.487892971
DEVYN TREMBLAY ,193,0,0.333400546
DEXTER BRICKER ,180,-0.052986317,0.167607389
DIARMUID KELLY ,188,-0.073107955,0.52866784
DILLON JOHNSTONE ,197,0,0.45554115
DILLON WAGNER ,178,-0.081769027,0.501945812
DJAY MCGRATH ,178,0,0.228271083
DMITRI CHUPILKIN ,187,0,0.063675618
DMITRI LEONOV ,181,0.580706093,0.944932927
DMITRI NABOKOV ,189,0,2.547111863
DOMINIC TURGEON ,187,0.229093619,1.01566121
DOMINIC ZWERGER ,183,-0.026334157,1.076139855
DOMINICK FAVREAU ,178,0.11541226,0.389237749
DOMINIK PACOVSKÝ ,180,-0.053208133,0.641038946
DOMINIK UHER ,183,0.387278946,1.70585758
DOMINIK VOLEK ,185,-0.114331252,0.961321836
DON HALVERSON ,183,0.018389323,0.784507801
DONALD KINNEY ,182,-0.240576776,1.650945908
DONAVAN RATTRAY ,188,0,0.154071464
DONNIE GLENNIE ,179,0.21570005,0.107850025
DONOVAN NEULS ,178,0.089313291,0.886282202
DORIAN ANNECK ,189,0.029085555,1.589010325
DOUG AUCHENBERG ,175,0,1.023482127
DOYLE MCMORRIS ,188,0.078657347,0.367419992
DRAYSON BOWMAN ,185,0.083437102,1.813955959
DREW CZERWONKA ,185,0.027630741,0.96752845
DREW HOFF ,178,-0.012933514,0.286846583
DREW TODD ,193,0,0.130793161
DRYDEN HUNT ,182,0.299376018,1.900713396
DUNCAN CAMPBELL ,191,-0.113766575,0.46650654
DUNCAN MILROY ,185,-0.045141342,2.208275837
DUSTAN HEINTZ ,183,0,0.483934695
DUSTIN BARKER ,183,-0.26361881,0.521361091
DUSTIN BOYD ,183,0.128652396,1.570361354
DUSTIN BRU ,180,0.025892604,0.555515268
DUSTIN CAMERON ,184,0.157826857,0.838199436
DUSTIN DONAGHY ,181,0.096589521,0.243080014
DUSTIN JOHNER ,180,-0.32180758,1.559619618
DUSTIN MOORE ,184,0,0.905388036
DUSTIN PAUL ,180,-0.003079544,1.344797498
DUSTIN SYLVESTER ,170,0.278425804,1.337371637
DWIGHT KING ,193,0.121115952,1.355057293
DYLAN GYORI ,178,0.180296839,1.992333675
DYLAN HOOD ,175,0.279416875,0.819395692
DYLAN STANLEY ,177,-0.036731198,1.416397111
DYLAN STEWART ,185,0.059058895,0.278613482
DYLAN WALCHUK ,175,0.088433755,0.990512306
DYLAN WILLICK ,178,-0.086489095,0.934891778
DYLAN WRUCK ,175,0.264646244,1.385915025
DYLEN MCKINLAY ,181,0.039044801,0.91905649
DYSON STEVENSON ,183,0.250674055,0.963634145
EARL WEBB ,188,0,0.186128729
EDGARS KULDA ,183,0.106483454,1.013044362
ELGIN PEARCE ,185,0.261498363,0.773255173
ELLIOTT PETERSON ,178,-0.140977476,0.680658728
EMERSON ETEM ,185,0.011191013,2.159042502
EMIL SYLVEGÅRD ,188,0,0.374575274
ERIC ARNOLD ,173,0,0.774759364
ERIC BOWEN ,191,0.163211475,0.25354056
ERIC CLARK ,191,0.058877609,0.701653618
ERIC ENGLISH ,185,0,0.034373979
ERIC FEHR ,193,0.189941916,1.874865652
ERIC GODARD ,193,-0.00100535,0.179247367
ERIC HUNTER ,185,-0.176752399,1.331027744
ERIC JOHANSSON ,183,0.106620276,1.87549579
ERIC KRIENKE ,193,0,0.338754287
ERIC MAKSIMENKO ,178,0,0.242112301
ERIC SCHNEIDER ,183,0,0.525968103
ERIC SONNENBERG ,191,0.085996584,0.110211444
ERIK BENOIT ,180,-0.056527505,0.817733954
ERIK CHRISTENSEN ,185,-0.172037817,2.047794605
ERIK FELDE ,180,-0.162715579,1.142654399
ETHAN PRICE ,178,0.106160329,0.539914623
EVAN BLOODOFF ,180,-0.273948241,0.967355855
EVAN FULLER ,188,0.028131926,0.466572619
EVAN PIGHIN ,181,0.913427032,0.757401374
EVAN POLEI ,188,0.034487134,0.684437072
EVAN WEINGER ,185,-0.358802065,0.851935203
EVANDER KANE ,188,1.604222959,3.005899236
FILIP VASKO ,181,0.183903335,0.661286603
FLORIAN BALTRAM ,180,0,0.666286899
FRANK BANHAM ,183,0.1264161,2.028211412
FRANTISEK MRAZEK ,194,0.290098423,1.553025363
FRAZER DONAHUE ,191,-0.189687071,0.273588227
FRAZER MCLAREN ,195,0.135039822,0.486643483
FRED WIKNER ,186,0,0.365614143
FREDRIK CEDERGREN ,184,0,0.216223418
FREDRIK PETTERSSON ,178,0.053841126,1.262103659
FREDRIK SJÖSTRÖM ,185,0.177470504,1.549757759
GABLE GROSS ,183,0.156213978,0.792704279
GAGE QUINNEY ,182,0.415382538,0.882258488
GAL KOREN ,184,0,0.141232176
GARAN MAGNES ,183,-0.02873099,0.240336976
GARET HUNT ,175,0.006421913,0.305967924
GARETT BEMBRIDGE ,183,-0.163435525,1.532238887
GARNET JACOBSON ,183,0.077995492,0.498792603
GARRET STROSHEIN ,201,0,0
GARRETT ARMOUR ,190,-0.110774866,0.267235697
GARRETT FESTERLING ,178,0.108643457,1.06046672
GARRETT KLOTZ ,196,-0.034639058,0.161214834
GARRETT MITCHELL ,180,0.120039791,0.79034018
GARRETT PROSOFSKY ,180,-0.502370225,2.030429711
GARRETT ROBINSON ,185,-0.114745454,0.142273551
GARRETT TAYLOR ,182,-0.338318616,0.368545909
GARRY NUNN ,174,-0.448716184,1.569616629
GARTH MURRAY ,185,0.230146394,1.071772202
GARY SYLVESTER ,191,0.054593865,0.206466669
GAVIN BROADHEAD ,180,0.192213552,0.250554019
GEOFF LYNCH ,188,0.033548193,0.799871768
GEORDIE MAGUIRE ,183,0.391305192,0.530684308
GEORDIE WUDRICK ,190,-0.107196532,1.261139135
GEORGE WESTWOOD ,185,0,0.043244684
GERRY KING ,183,-0.456184737,0.651788895
GILBERT BRULÉ ,180,-0.371765212,2.840449311
GIORGIO ESTEPHAN ,183,0.407742618,1.788006643
GLENN GAWDIN ,185,0.265091411,1.558048167
GLENN OLSON ,193,0,0.098091599
GRADY MANSON ,176,-0.229906565,1.408128433
GRAHAM BELAK ,193,-0.023261238,0.279340866
GRAHAM BLACK ,183,0.251772246,1.292097195
GRAHAM HOOD ,183,-0.037049876,0.768088947
GRAHAM MILLAR ,188,0.039009805,0.555404713
GRANT JACOBSEN ,191,0.016842497,1.167373048
GRANT TOULMIN ,195,0.086297773,0.248314521
GRAYSON PAWLENCHUK ,180,-0.300811,1.096510073
GREAME POTTS ,175,0,0.363168452
GREG BLACK ,185,0.186820882,0.794835165
GREG CHASE ,183,-0.066180335,1.675837396
GREG FRASER ,183,-0.005798179,0.545567339
GREG GARDNER ,184,0.091704312,0.551406929
GREG HART ,180,0.000448596,0.645866811
GREG LAMOUREUX ,180,0.305118772,0.440615752
GREG LEEB ,170,-0.02610268,1.645962957
GREG PHILLIPS ,188,0.369691084,1.367236863
GREG SCHMIDT ,177,0.662479101,1.334257785
GREG SCOTT ,181,0.256316455,1.083162001
GREG WATSON ,183,0.035860348,1.276983078
GUSTAV OLHAVER ,200,0,0.265848801
HAMPUS GUSTAFSSON ,178,-0.093349169,0.870176916
HARRISON HARPER ,188,0,0.075323827
HAYDN HOPKINS ,173,-0.358068314,0.367343725
HENRIK NYBERG ,183,-0.342031605,0.362527973
HENRIK SAMUELSSON ,191,-0.014136054,1.970625048
HENRY HARDARSON ,185,0,0
HENRY KUSTER ,186,-0.760745135,2.138116777
HNAT DOMENICHELLI ,182,0.527577994,2.446465079
HOUSTON HAIR ,191,0.190382785,0.344749239
HUNTER SHINKARUK ,178,-0.44715735,2.283605786
IAN DUVAL ,184,0.065432459,1.067465671
IAN MCDONALD ,191,0.144123849,1.066588344
IAN MCKENZIE ,193,0.113987801,0.4560956
IAN SCHULTZ ,188,-0.015059475,1.111597092
IGOR AGARUNOV ,186,0.10029802,0.456337777
IGOR BACEK ,183,0,0.607452665
IGOR POHANKA ,192,-0.176593121,1.673782411
IGOR REVENKO ,183,0.137197029,1.025019609
IGOR VALEYEV ,183,-0.137557145,0.633707275
ISAAC REID ,196,-0.153558296,0.318746496
ISAK QUAKENBUSH ,196,0.06132174,0.167673021
IVAN DORNIC ,183,0,0.439388991
IVAN GRACIA ,181,0,0.569334935
IVAN NIKOLISHIN ,175,-0.228005204,1.656321571
IVAN ROHAC ,175,0.525087214,0.91624682
IVO KRATENA ,179,0,0.653703213
J.D. KEHLER ,178,-0.062000471,0.418686255
J.D. WATT ,188,0.08143513,0.835718419
J.J. HUNTER ,185,-0.202204532,1.046139908
J.P. SZASZKIEWICZ ,182,-0.024241854,0.391080835
J.T. BARNETT ,185,0.000792622,0.842650348
JACK FLAMAN ,183,0.049889284,0.096111509
JACK PALMER ,188,-0.126399659,0.370173388
JACK RODEWALD ,188,0.390220546,0.891790661
JACK WALKER ,180,0.12918032,1.244254974
JACKSON HOUCK ,183,-0.129882761,1.401985184
JACKSON PLAYFAIR ,185,0.031959305,0.292668422
JACOB BERGLUND ,185,0.03077389,0.901464556
JACOB CARDIFF ,185,0.093249624,0.239046008
JACOB DIETRICH ,186,0.074465347,0.273055511
JACOB DOTY ,191,0.080467334,0.346829584
JADE GALBRAITH ,180,0,0.706160878
JADON POTTER ,175,0.456426873,0.906127879
JAEDON DESCHENEAU ,175,0.157375556,1.891258686
JAIMEN YAKUBOWSKI ,178,-0.212177359,0.822522762
JAKE DEBRUSK ,183,0.058917976,1.548594418
JAKE MYKITIUK ,170,-0.07118189,0.332178514
JAKE RIDDLE ,185,-0.094284628,0.959900725
JAKE TRASK ,182,0.220601623,0.884112355
JAKE VIRTANEN ,186,-0.076691346,2.032737091
JAKOB STUKEL ,183,0.68362959,1.131912256
JAKUB HERMAN ,181,0,0.427001202
JAKUB KLEPIS ,186,0,2.212272892
JAKUB LANGHAMMER ,189,-0.200750048,0.655760317
JAKUB PROCHÁZKA ,189,0,0.432084549
JAKUB RUMPEL ,173,0,0.946295429
JAKUB SINDEL ,182,0,1.404251347
JAMAL WATSON ,180,-0.093318214,1.013123938
JAMES DOBROWOLSKI ,188,0.117289683,0.724994819
JAMES HENRY ,174,0.02432373,1.168731566
JAMES HIEBERT ,178,0.140302646,1.036793456
JAMES KNIGHT ,191,0,0.350645402
JAMES MARQUIS ,180,-1.041689608,0.876679139
JAMES MCEWAN ,183,0.043006226,0.121646267
JAMES WRIGHT ,193,0.068847042,1.165016906
JAMIE BENN ,188,-0.197021767,2.061510627
JAMIE BUTT ,183,-0.031126619,0.520369006
JAMIE CROOKS ,178,-0.03939,1.061361729
JAMIE LUNDMARK ,183,-0.580239108,2.443104753
JAMIE MUSWAGON ,183,0,0.391104487
JAMISON ORR ,185,0.112985741,0.144457355
JAN DALECKÝ ,188,0.442580144,0.806694945
JAN EBERLE ,180,-0.705070322,0.999635311
JAN FADRNÝ ,184,0.426683872,1.226085399
JAN HRDINA ,183,-0.417405106,2.247509198
JAN KOZNAR ,182,0,0.480610986
JAN KUPEC ,176,0,0.378073981
JANICK STEINMANN ,185,0,0.554657272
JANNIK HANSEN ,186,0,1.340585191
JANSEN HARKINS ,188,-0.18646872,1.967931062
JARED AULIN ,183,0.118295701,2.138449046
JARED BETHUNE ,183,0.077596184,0.832133658
JARED DUMBA ,183,0,0.793335566
JARED JAGOW ,181,0.083588488,0.646712613
JARED MCAMMOND ,185,-0.204320337,0.211501208
JARED SMYTH ,183,0.024298489,0.644632041
JARED WALKER ,190,0.069164655,0.782072483
JARI ERRICSON ,180,0.008613212,0.754929263
JARID HAUPTMAN ,175,0,0.831762757
JAROME IGINLA ,185,0.773871215,2.718498747
JAROSLAV KRISTEK ,185,-0.562835907,1.800747837
JAROSLAV SVEJKOVSKÝ ,178,0,1.934272919
JAROSLAV SVOBODA ,189,-0.271735344,1.715843076
JAROSLAV VLACH ,188,-0.191312189,0.46542761
JARRET LUKIN ,179,-0.051695215,1.207604954
JARRET STOLL ,185,-0.026296471,2.355020366
JARRETT FONTAINE ,168,-0.066747067,0.567125036
JARRETT SMITH ,186,0.124468434,1.165131509
JARRETT THOMPSON ,183,0.113798394,0.893804335
JARRID DOWHAY ,183,-0.022507249,0.174770371
JASON ABEL ,173,0,0.889762707
JASON BAST ,178,0.13479455,1.215083882
JASON BEEMAN ,175,0.005931215,0.900842586
JASON BERTSCH ,188,0.030121763,0.513724302
JASON BONE ,183,0,0.138681227
JASON BOYD ,185,0.05827078,0.465571172
JASON CHIMERA ,190,0.098188539,1.469387947
JASON DELEURME ,175,0.156412492,1.511581653
JASON ERTL ,185,0.121424814,0.244485281
JASON GARDINER ,186,-0.121672211,0.527056604
JASON GRECICA ,188,0.46317514,0.312838962
JASON HEGBERG ,178,0.001107611,1.542466656
JASON ISSEL ,186,0.236390309,0.935398237
JASON JAFFRAY ,185,0.09633101,1.278888268
JASON MACDONALD ,188,0.055174518,0.314126319
JASON NORRIE ,188,0.171134916,0.599780264
JASON PODOLLAN ,188,-0.592926521,2.281043627
JASON REESE ,178,0.134196971,1.369484183
JASON SIEBERT ,188,0,0.655089348
JASON STEENBERGEN ,188,0,0.205929657
JASON SWYRIPA ,170,-0.121015406,0.547127858
JASON TROTT ,185,0.054688462,0.204447236
JASON WEITZEL ,178,-0.033067905,1.211769137
JAY FEHR ,178,0.181978524,1.339418351
JAY HENDERSON ,180,0.350789598,1.255390676
JAY MERKLEY ,180,-0.104376579,1.196145454
JAYCE HAWRYLUK ,180,-0.062315394,2.39440886
JAYDEN HALBGEWACHS ,173,0.678955499,0.667569068
JAYDEN HART ,188,-0.193027784,1.364823123
JC LIPON ,183,0.41116876,1.297796575
JEFF AINSWORTH ,184,0.023220967,0.496434629
JEFF COULTER ,183,0.030799326,0.175873465
JEFF DEWAR ,188,-0.07263139,1.122137562
JEFF HUBIC ,191,0.000304658,0.176595057
JEFF KIRWAN ,178,0.056747522,1.339808972
JEFF LEE ,189,0.497580903,0.790729145
JEFF LUCKY ,184,-0.107076208,1.252644341
JEFF LYNCH ,182,-0.182312128,0.959901995
JEFF MILLEKER ,191,0.005918607,0.208888961
JEFF SCHAEFFER ,178,-0.127076312,0.613502245
JEFF SCHMIDT ,188,0.131918568,0.606317735
JEFF TEMPLE ,180,0.084896647,1.028810344
JEFF TOPILKO ,177,0.067986656,0.62867065
JENS MEILLEUR ,185,-0.016982488,0.479588836
JEREMY BOYER ,178,0.118546632,0.84481179
JEREMY COLLITON ,191,-0.105594928,1.629367097
JEREMY CREURER ,178,0,0.120983674
JEREMY JACKSON ,179,0.17613553,1.806282587
JEREMY REICH ,185,-0.028446911,1.456536632
JEREMY RONDEAU ,188,0.158628388,0.854840607
JEREMY SCHAEFER ,191,0.082894044,0.355931045
JEREMY SCHENDERLING ,187,0.103213869,0.601406417
JEREMY THOMPSON ,180,-0.092262595,0.331991499
JEREMY WILLIAMS ,183,0.504085475,1.72108479
JEREMY YABLONSKI ,184,-0.028907531,0.139993477
JEROMIE KUFFLICK ,183,0.056673363,0.30855093
JERRED SMITHSON ,191,0.115892705,0.542268738
JERRID SAUER ,178,0.004968731,0.417684137
JERRY ECKEL ,188,0,0.158886198
JESSE BURT ,171,-0.048022676,0.246720908
JESSE GABRIELLE ,183,-0.044228048,1.744125379
JESSE HALL ,178,0.048768852,0.274695475
JESSE ISMOND ,181,0.014853624,0.963309531
JESSE KNOWLER ,175,0,0.254702471
JESSE MILLER ,185,0,0.130368162
JESSE MYCHAN ,188,0.246020039,0.70189908
JESSE PARADIS ,182,-0.022001456,0.658052605
JESSE REZANSOFF ,193,-0.21238122,0.673035858
JESSE ROACH ,195,-0.228875514,0.302747325
JESSE SCHULTZ ,183,0.335982938,1.179190795
JESSE SHYNKARUK ,175,0.083065583,0.406426953
JESSE SINATYNSKI ,180,0,0.896175361
JESSE SMYKE ,178,0.001582531,0.314640544
JESSE ZAHARICHUK ,173,0.40195588,0.957125901
JESSEY ASTLES ,188,0.046721336,0.264089245
JEVON DESAUTELS ,190,0.054843272,0.50768819
JIM O'BRIEN ,188,-0.012311596,1.325461859
JIMMY BUBNICK ,188,-0.167818102,1.333141599
JIRI CETKOVSKY ,197,0,0.208131627
JIRI JAKES ,194,0.071008885,0.989500999
JIRI NOVOTNY ,183,0,0.651840811
JIRI SMEJKAL ,192,-0.28645828,0.932181294
JODY LAPEYRE ,180,-0.018601083,0.87363557
JOE ANTILLA ,185,0.088476441,0.650083175
JOE BARNES ,191,0.123837029,1.169967903
JOE BOUVIER ,178,-0.12180578,0.80086637
JOE CARDARELLI ,183,0.065197655,1.509988911
JOE DEGENSTEIN ,188,0,0.103121938
JOE MAHON ,196,0.306893643,0.277455561
JOEL BRODA ,183,-0.154234955,1.906424988
JOEL HAMILTON ,178,-0.092481359,0.8794374
JOEL HENITIUK ,188,0.197521432,0.499346523
JOEL RIDGEWAY ,188,0.137577821,0.331796897
JOEL RUPPRECHT ,185,0.155764217,0.266354342
JOEL STEPP ,179,-0.135224414,1.172513327
JOEY BAKER ,188,-0.056736777,0.195941537
JOEY BASTIEN ,178,0.043279374,1.30622552
JOEY FRAZER ,168,0.324486101,0.41229346
JOEY KORNELSEN ,185,-0.083581417,0.551047981
JOEY SANTUCCI ,178,-0.219970316,0.109985158
JOEY TETARENKO ,188,0.11082295,0.400361633
JOFF KEHLER ,183,0.210092373,0.984017505
JOFFREY LUPUL ,185,0.063759966,2.183402545
JOHANNES SALMONSSON ,189,0,0.670292596
JOHN CIRJAK ,188,0.165960671,1.471110896
JOHN KACHUR ,171,0.172590551,1.249095765
JOHN KOPP ,185,0,0.207400584
JOHN LAMMERS ,178,-0.256870796,1.627229784
JOHN LAWRENCE ,191,0.258526694,0.129263347
JOHN MCNABB ,185,0,1.186350276
JOHN PERSSON ,187,0.34073684,1.020130109
JOHN QUENNEVILLE ,186,0.001027783,1.706852344
JOHN STAMPOHAR ,194,0.052350603,0.224589742
JOHN TOGIAI ,180,0.224878358,0.40464368
JOHN WIKNER ,187,0,0.491547903
JOHN WOOD ,179,-0.134267048,0.369592708
JOHNNY LAZO ,168,0.123089814,1.083936634
JOHNNY WESLEY ,183,0,0.831762757
JON BARKMAN ,180,-0.026812924,1.29491269
JON CARA ,183,0.248863478,0.203874838
JON HANLEY ,191,0,0.254702471
JON KRESS ,180,0.206785105,0.528998438
JON MARTIN ,185,0.133870027,0.695837544
JON MIRASTY ,177,-0.075885945,0.037942973
JON ZUKIWSKY ,188,-0.207952479,1.215874361
JONAS JOHANSSON ,188,-1.592531004,1.485177336
JONAS KNUTSEN ,183,0.062107782,0.44610355
JONATHAN BUBNICK ,183,0.16854773,0.803883493
JONATHAN FILEWICH ,188,-0.01724624,1.368763674
JONATHAN HOBSON ,183,0.049949015,0.904752133
JONATHAN LUPUL ,185,0,0
JONATHAN MILHOUSE ,178,0.788579524,0.394289762
JONATHAN PARKER ,180,0.086001665,1.270825008
JONATHAN PARKER ,188,-0.096183334,0.513413489
JONI LINDLÖF ,188,-0.344310197,0.578393035
JORDAN BRAID ,183,0,0.0584409
JORDAN CAMERON ,193,-0.565273465,0.695124484
JORDAN DEPAPE ,180,-0.354363101,1.215619747
JORDAN EBERLE ,180,-0.179200768,2.513250904
JORDAN FUDER ,180,0.271806849,0.330387077
JORDAN HALE ,191,-0.045897899,0.241656945
JORDAN HICKMOTT ,183,0.167776914,0.700523778
JORDAN KNACKSTEDT ,191,0.411711196,1.111657816
JORDAN KOCHAN ,178,0.013926457,0.331993994
JORDAN KRESTANOVICH ,186,0.553958758,0.956902001
JORDAN LANDRY ,183,0.020018147,0.681877152
JORDAN MARTINOOK ,183,0.532547794,0.925357384
JORDAN MCGILLIVRAY ,183,0.057660873,0.342640156
JORDAN MESSIER ,188,-0.241417606,1.0631509
JORDAN MISTELBACHER ,186,-0.331186103,0.556697538
JORDAN MORGAN ,180,0,0.085214875
JORDAN PEDDLE ,175,-0.089074569,0.532723845
JORDAN PETER ,180,0,0.432084549
JORDAN ROSS ,188,-0.235835284,0.22103958
JORDAN TKATCH ,180,0.021828022,0.948781834
JORDAN TOPPING ,185,0.775801744,1.165653061
JORDAN TRACH ,184,0.07995328,0.380836138
JORDAN WALKER ,180,0.004929375,1.153550363
JORDAN WEAL ,178,-0.579122581,2.917922801
JORDAN WYTON ,188,-0.060537151,0.424100547
JORDIE DEAGLE ,191,0.039836491,0.335626113
JORDIN TOOTOO ,175,0.205317252,1.750824613
JORDY STALLARD ,187,0.136561718,1.152962072
JORDYN BOYD ,185,-0.137165528,0.433613618
JOSEF VAVRA ,183,0.12622652,0.38374847
JOSH ASPENLIND ,180,-0.026930508,0.795398968
JOSH BIRKHOLZ ,183,0.41127257,0.77735644
JOSH BONAR ,188,-0.071211874,0.925191774
JOSH BRAY ,183,0,0
JOSH COWEN ,188,0.004969165,0.418877787
JOSH DERKO ,188,0.08758914,0.383862231
JOSH DOBBYN ,180,-0.011878039,0.134331907
JOSH ELDER ,195,0.037141967,0.375511884
JOSH GIONFRIDDO ,185,-0.066862882,0.194839642
JOSH GREEN ,191,-0.185585058,2.325240861
JOSH HOLDEN ,183,-0.11673627,2.882042743
JOSH KOPER ,176,0.211302583,0.363553525
JOSH MASER ,185,0.055159085,0.133621103
JOSH NICHOLLS ,188,0.010959357,1.634410319
JOSH OLSON ,196,0.358292844,1.296300748
JOSH SCHAPPERT ,183,0.14917,0.472782286
JOSH ST. LOUIS ,191,0.482349916,1.678932255
JOSH UHRICH ,180,-0.019930458,0.43524516
JOSHUA LAZOWSKI ,176,0.015288701,0.759535954
JOSHUA WINQUIST ,181,0.282018759,1.084127266
JOSIAH ANDERSON ,188,0,0.044686173
JOUNI KUOKKANEN ,183,-0.568685529,0.771828289
JOVAN MATIC ,185,-0.388328678,0.470059752
JOZEF BALEJ ,183,0.111142548,1.841763519
JOZEF MRENA ,187,-0.052023268,1.043007296
JUDD BLACKWATER ,183,0.265275329,0.836368578
JUDD CASPER ,185,0.157704256,0.365815734
JUJHAR KHAIRA ,192,0,0.999758448
JURAJ BEZÚCH ,178,0,0.758405119
JURAJ GRACIK ,191,0.83008978,0.723187819
JURAJ ROZNIK ,190,0,0.353080439
JURAJ SIMEK ,183,0,1.317471653
JUSTIN BERNHARDT ,185,0.062770812,1.273013186
JUSTIN COX ,183,0.349708498,1.03869944
JUSTIN CRUSE ,180,-0.083203417,0.431507384
JUSTIN DOWLING ,178,0.086564533,1.31645092
JUSTIN FESER ,175,-0.045900564,1.762332455
JUSTIN GUTIERREZ ,193,0.232643803,0.885642547
JUSTIN HANSEN ,185,-0.03522433,0.85069507
JUSTIN HICKMAN ,189,0.204755381,0.747121227
JUSTIN JACK ,193,-0.065396581,0.104671094
JUSTIN KANIGAN ,196,-0.085711187,0.261966532
JUSTIN KELLER ,181,0.046295257,1.477315465
JUSTIN KELLER ,182,-0.090230512,0.598850778
